opening,win_count,draw_count,total_games,white_wins,black_wins,win_rate,draw_rate,white_win_rate,black_win_rate,black_blunders,white_blunders,avg_white_blunder,avg_black_blunder
"Sicilian Defense: Najdorf Variation, Amsterdam Variation",5,1,6,0,5,0.8333333333333334,0.16666666666666666,0.0,1.0,4,2,0.3333333333333333,0.6666666666666666
"Sicilian Defense: Four Knights Variation, Cobra Variation",6,0,6,3,3,1.0,0.0,0.5,0.5,27,27,4.5,4.5
Sicilian Defense: Godiva Variation,5,1,6,1,4,0.8333333333333334,0.16666666666666666,0.2,0.8,59,65,10.833333333333334,9.833333333333334
"Sicilian Defense: Najdorf Variation, Opocensky Variation, Traditional Line",4,1,5,3,1,0.8,0.2,0.75,0.25,2,1,0.2,0.4
Sicilian Defense: Lasker-Pelikan Variation,5,0,5,3,2,1.0,0.0,0.6,0.4,32,28,5.6,6.4
"Sicilian Defense: Dragon Variation, Modern Bc4 Variation",5,0,5,4,1,1.0,0.0,0.8,0.2,49,41,8.2,9.8
"Sicilian Defense: Nimzowitsch Variation, Closed Variation",5,0,5,2,3,1.0,0.0,0.4,0.6,0,1,0.2,0.0
Sicilian Defense: Scheveningen Variation,4,0,4,2,2,1.0,0.0,0.5,0.5,64,52,13.0,16.0
"Sicilian Defense: Nimzowitsch Variation, Main Line",4,0,4,2,2,1.0,0.0,0.5,0.5,1,2,0.5,0.25
"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",3,1,4,2,1,0.75,0.25,0.6666666666666666,0.3333333333333333,0,1,0.25,0.0
"Sicilian Defense: Richter-Rauzer Variation, Modern Variation",4,0,4,2,2,1.0,0.0,0.5,0.5,10,13,3.25,2.5
Sicilian Defense: Smith-Morra Gambit Deferred,4,0,4,3,1,1.0,0.0,0.75,0.25,5,5,1.25,1.25
"Sicilian Defense: Najdorf Variation, Main Line",4,0,4,1,3,1.0,0.0,0.25,0.75,3,4,1.0,0.75
"Sicilian Defense: Scheveningen Variation, English Attack",4,0,4,1,3,1.0,0.0,0.25,0.75,19,23,5.75,4.75
"Sicilian Defense: Moscow Variation, Sokolsky Variation",3,1,4,1,2,0.75,0.25,0.3333333333333333,0.6666666666666666,12,12,3.0,3.0
Sicilian Defense: Kramnik Variation,2,2,4,1,1,0.5,0.5,0.5,0.5,9,5,1.25,2.25
"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation",4,0,4,1,3,1.0,0.0,0.25,0.75,10,7,1.75,2.5
Sicilian Defense: Richter-Rauzer Variation,3,1,4,1,2,0.75,0.25,0.3333333333333333,0.6666666666666666,15,18,4.5,3.75
"Sicilian Defense: Nimzowitsch Variation, Advance Variation",3,1,4,1,2,0.75,0.25,0.3333333333333333,0.6666666666666666,15,13,3.25,3.75
Sicilian Defense: Dragon Variation,3,0,3,0,3,1.0,0.0,0.0,1.0,12,15,5.0,4.0
"Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation",2,1,3,1,1,0.6666666666666666,0.3333333333333333,0.5,0.5,16,11,3.6666666666666665,5.333333333333333
"Sicilian Defense: Classical Variation, Anti-Sozin Variation",2,1,3,0,2,0.6666666666666666,0.3333333333333333,0.0,1.0,7,5,1.6666666666666667,2.3333333333333335
"Sicilian Defense: O'Kelly Variation, Venice System",2,1,3,0,2,0.6666666666666666,0.3333333333333333,0.0,1.0,4,5,1.6666666666666667,1.3333333333333333
"Sicilian Defense: Grand Prix Attack, Schofman Variation",3,0,3,3,0,1.0,0.0,1.0,0.0,7,6,2.0,2.3333333333333335
"Sicilian Defense: French Variation, Normal",3,0,3,1,2,1.0,0.0,0.3333333333333333,0.6666666666666666,36,37,12.333333333333334,12.0
"Sicilian Defense: O'Kelly Variation, Normal System",3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,13,11,3.6666666666666665,4.333333333333333
Sicilian Defense: Accelerated Dragon,3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,5,2,0.6666666666666666,1.6666666666666667
Sicilian Defense: Boleslavsky Variation,3,0,3,1,2,1.0,0.0,0.3333333333333333,0.6666666666666666,1,3,1.0,0.3333333333333333
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,1,1,0.3333333333333333,0.3333333333333333
"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",2,1,3,1,1,0.6666666666666666,0.3333333333333333,0.5,0.5,0,1,0.3333333333333333,0.0
"Sicilian Defense: French Variation, Westerinen Attack",3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,7,8,2.6666666666666665,2.3333333333333335
"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",3,0,3,1,2,1.0,0.0,0.3333333333333333,0.6666666666666666,14,12,4.0,4.666666666666667
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation",2,1,3,1,1,0.6666666666666666,0.3333333333333333,0.5,0.5,1,4,1.3333333333333333,0.3333333333333333
"Sicilian Defense: Accelerated Dragon, Exchange Variation",3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,13,13,4.333333333333333,4.333333333333333
Sicilian Defense: Kveinis Variation,3,0,3,3,0,1.0,0.0,1.0,0.0,20,15,5.0,6.666666666666667
"Sicilian Defense: Najdorf Variation, Zagreb Variation",3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,0,3,1.0,0.0
"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",3,0,3,3,0,1.0,0.0,1.0,0.0,5,8,2.6666666666666665,1.6666666666666667
"Sicilian Defense: Modern Variations, Main Line",3,0,3,0,3,1.0,0.0,0.0,1.0,13,13,4.333333333333333,4.333333333333333
"Sicilian Defense: Dragon Variation, Classical Variation",3,0,3,1,2,1.0,0.0,0.3333333333333333,0.6666666666666666,12,22,7.333333333333333,4.0
"Sicilian Defense: Richter-Rauzer Variation, Vitolins Variation",3,0,3,2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,17,15,5.0,5.666666666666667
"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",2,0,2,2,0,1.0,0.0,1.0,0.0,7,8,4.0,3.5
Queen's Pawn Game: Franco-Sicilian Defense,2,0,2,0,2,1.0,0.0,0.0,1.0,11,9,4.5,5.5
"Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",2,0,2,1,1,1.0,0.0,0.5,0.5,27,26,13.0,13.5
Sicilian Defense: Morphy Gambit,2,0,2,1,1,1.0,0.0,0.5,0.5,14,9,4.5,7.0
"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack",2,0,2,1,1,1.0,0.0,0.5,0.5,10,9,4.5,5.0
Sicilian Defense: Nimzowitsch Variation,2,0,2,1,1,1.0,0.0,0.5,0.5,5,4,2.0,2.5
"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation",1,1,2,0,1,0.5,0.5,0.0,1.0,3,2,1.0,1.5
"Sicilian Defense: Wing Gambit, Deferred Variation",2,0,2,1,1,1.0,0.0,0.5,0.5,23,21,10.5,11.5
"Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",2,0,2,0,2,1.0,0.0,0.0,1.0,4,7,3.5,2.0
"Sicilian Defense: O'Kelly Variation, Normal System, Smith-Morra Line",1,1,2,1,0,0.5,0.5,1.0,0.0,23,25,12.5,11.5
"Sicilian Defense: Taimanov Variation, Szén Variation",2,0,2,0,2,1.0,0.0,0.0,1.0,8,8,4.0,4.0
"Sicilian Defense: Dragon Variation, Fianchetto Variation",1,1,2,0,1,0.5,0.5,0.0,1.0,0,1,0.5,0.0
"Sicilian Defense: Najdorf Variation, Poisoned Pawn Variation",2,0,2,0,2,1.0,0.0,0.0,1.0,12,12,6.0,6.0
"Sicilian Defense: Prins Variation, Venice Attack",2,0,2,1,1,1.0,0.0,0.5,0.5,10,8,4.0,5.0
"Sicilian Defense: Sozin Attack, Flank Variation",2,0,2,2,0,1.0,0.0,1.0,0.0,8,9,4.5,4.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",2,0,2,0,2,1.0,0.0,0.0,1.0,3,5,2.5,1.5
Sicilian Defense: Marshall Gambit,2,0,2,2,0,1.0,0.0,1.0,0.0,0,3,1.5,0.0
"Sicilian Defense: O'Kelly Variation, Yerevan System",1,1,2,1,0,0.5,0.5,1.0,0.0,3,0,0.0,1.5
"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation",2,0,2,1,1,1.0,0.0,0.5,0.5,2,1,0.5,1.0
"Sicilian Defense: Canal Attack, Haag Gambit",1,0,1,1,0,1.0,0.0,1.0,0.0,12,12,12.0,12.0
Sicilian Defense: Marshall Counterattack,1,0,1,0,1,1.0,0.0,0.0,1.0,5,3,3.0,5.0
Sicilian Defense: Nimzo-American Variation,1,0,1,0,1,1.0,0.0,0.0,1.0,4,3,3.0,4.0
"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",1,0,1,1,0,1.0,0.0,1.0,0.0,7,8,8.0,7.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense",1,0,1,0,1,1.0,0.0,0.0,1.0,5,4,4.0,5.0
"Sicilian Defense: O'Kelly Variation, Venice System, Gambit Line",1,0,1,0,1,1.0,0.0,0.0,1.0,10,11,11.0,10.0
"Sicilian Defense: Scheveningen Variation, Fianchetto Variation",0,1,1,0,0,0.0,1.0,,,1,0,0.0,1.0
Sicilian Defense: Kan Variation,0,1,1,0,0,0.0,1.0,,,1,0,0.0,1.0
Sicilian Defense: Katalimov Variation,1,0,1,0,1,1.0,0.0,0.0,1.0,1,0,0.0,1.0
"Sicilian Defense: Sozin Attack, Leonhardt Variation",1,0,1,1,0,1.0,0.0,1.0,0.0,7,9,9.0,7.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",1,0,1,0,1,1.0,0.0,0.0,1.0,11,14,14.0,11.0
"Sicilian Defense: Najdorf Variation, Freak Attack",1,0,1,0,1,1.0,0.0,0.0,1.0,11,12,12.0,11.0
"Sicilian Defense: Scheveningen Variation, Classical Variation",0,1,1,0,0,0.0,1.0,,,9,4,4.0,9.0
"Sicilian Defense: Classical Variation, Fianchetto Variation",1,0,1,0,1,1.0,0.0,0.0,1.0,0,1,1.0,0.0
Sicilian Defense: Venice Attack,1,0,1,0,1,1.0,0.0,0.0,1.0,7,8,8.0,7.0
"Sicilian Defense: Dragon Variation, Classical Variation, Alekhine Line",1,0,1,0,1,1.0,0.0,0.0,1.0,1,1,1.0,1.0
Sicilian Defense: Gaw-Paw Variation,1,0,1,0,1,1.0,0.0,0.0,1.0,4,7,7.0,4.0
Sicilian Defense: Paulsen-Basman Defense,1,0,1,1,0,1.0,0.0,1.0,0.0,4,4,4.0,4.0
"Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation",1,0,1,0,1,1.0,0.0,0.0,1.0,7,6,6.0,7.0
Sicilian Defense: Pin Variation,1,0,1,0,1,1.0,0.0,0.0,1.0,1,2,2.0,1.0
"Sicilian Defense: Delayed Alapin, Basman-Palatnik Gambit",1,0,1,0,1,1.0,0.0,0.0,1.0,2,1,1.0,2.0
"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",1,0,1,0,1,1.0,0.0,0.0,1.0,10,10,10.0,10.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",1,0,1,1,0,1.0,0.0,1.0,0.0,1,5,5.0,1.0
Sicilian Defense: Lasker-Dunne Attack,1,0,1,0,1,1.0,0.0,0.0,1.0,4,2,2.0,4.0
"Sicilian Defense: Najdorf Variation, Traditional Line",1,0,1,0,1,1.0,0.0,0.0,1.0,2,1,1.0,2.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",1,0,1,1,0,1.0,0.0,1.0,0.0,0,1,1.0,0.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation",1,0,1,0,1,1.0,0.0,0.0,1.0,2,2,2.0,2.0
"Sicilian Defense: Nimzowitsch Variation, Exchange Variation",1,0,1,1,0,1.0,0.0,1.0,0.0,10,10,10.0,10.0
"Sicilian Defense: O'Kelly Variation, Réti System",1,0,1,1,0,1.0,0.0,1.0,0.0,3,3,3.0,3.0
"Sicilian Defense: Scheveningen Variation, Matanovic Attack",1,0,1,1,0,1.0,0.0,1.0,0.0,4,2,2.0,4.0
"Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line",1,0,1,0,1,1.0,0.0,0.0,1.0,2,1,1.0,2.0
"Sicilian Defense: Morphy Gambit, Andreaschek Gambit",1,0,1,1,0,1.0,0.0,1.0,0.0,1,3,3.0,1.0
"Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line",1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,0.0,1.0
"Sicilian Defense: Wing Gambit, Abrahams Variation",0,1,1,0,0,0.0,1.0,,,1,2,2.0,1.0
"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",1,0,1,0,1,1.0,0.0,0.0,1.0,0,0,0.0,0.0
"Sicilian Defense: Lasker-Pelikan Variation, Bird Variation",1,0,1,0,1,1.0,0.0,0.0,1.0,6,5,5.0,6.0
"Sicilian Defense: Sozin, not Scheveningen",0,1,1,0,0,0.0,1.0,,,1,0,0.0,1.0
"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",1,0,1,0,1,1.0,0.0,0.0,1.0,5,3,3.0,5.0
"Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",1,0,1,0,1,1.0,0.0,0.0,1.0,2,1,1.0,2.0
"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",1,0,1,0,1,1.0,0.0,0.0,1.0,0,0,0.0,0.0
"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",1,0,1,1,0,1.0,0.0,1.0,0.0,5,8,8.0,5.0
"Sicilian Defense: Scheveningen Variation, Keres Attack",1,0,1,1,0,1.0,0.0,1.0,0.0,2,1,1.0,2.0
"Sicilian Defense: Scheveningen Variation, Tal Variation",1,0,1,0,1,1.0,0.0,0.0,1.0,2,0,0.0,2.0
"Sicilian Defense: Taimanov Variation, American Attack",1,0,1,1,0,1.0,0.0,1.0,0.0,4,3,3.0,4.0
"Sicilian Defense: Scheveningen Variation, Modern Variation",1,0,1,0,1,1.0,0.0,0.0,1.0,2,3,3.0,2.0
"Sicilian Defense: Taimanov Variation, Bastrikov Variation, Ponomariov Gambit",1,0,1,1,0,1.0,0.0,1.0,0.0,6,6,6.0,6.0
"Sicilian Defense: McDonnell Attack, Tal Gambit",0,1,1,0,0,0.0,1.0,,,2,4,4.0,2.0
"Sicilian Defense: Accelerated Fianchetto, Maróczy Bind",1,0,1,0,1,1.0,0.0,0.0,1.0,0,1,1.0,0.0
"Sicilian Defense: Kan Variation, Wing Attack",1,0,1,0,1,1.0,0.0,0.0,1.0,1,0,0.0,1.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Sosonko Variation",1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,0.0,1.0
"Sicilian Defense: O'Kelly Variation, Quiet System",1,0,1,1,0,1.0,0.0,1.0,0.0,6,4,4.0,6.0
